id;name;birth_day;gender;car_class;license_plate;city;account_creation;account_status
000000008035;Ema Gonçalves;23/09/1976;F;premium;27-66-MI;Setúbal;11/04/2020;active
000000008036;Noah Barbosa;14/09/1988;M;basic;DY-93-49;Lisboa;23/09/2015;active
000000008037;Vitória Paiva-Tavares;15/01/1993;F;basic;78-57-ZM;Setúbal;06/09/2013;active
000000008038;Álvaro de Carneiro;26/04/1955;M;premium;BS-04-RF;Setúbal;21/10/2015;active
000000008039;Artur Sousa;25/06/1951;M;basic;QT-28-NM;Porto;23/02/2010;active
000000008040;Ivo Baptista-Teixeira;12/08/1990;M;premium;NJ-11-YV;Lisboa;11/06/2019;active
000000008041;Violeta Moreira;25/07/1984;F;premium;QP-91-12;Setúbal;19/10/2011;active
000000008042;Caetana do Morais;30/12/1976;F;green;HD-71-TN;Braga;26/10/2015;active
000000008043;Ricardo Henriques;30/11/1967;M;basic;33-SJ-58;Lisboa;17/02/2014;active
000000008044;Gaspar Morais;16/11/1998;M;basic;CT-94-AZ;Braga;10/05/2021;active
000000008045;Duarte Moreira;20/02/1989;M;basic;96-28-YV;Setúbal;26/09/2021;active
000000008046;Márcio do Esteves;29/10/1990;M;green;44-PG-22;Porto;07/06/2010;active
000000008047;Carlos Correia;20/03/1974;M;premium;39-DZ-70;Braga;04/09/2016;active
000000008048;Rafael Reis;12/11/1978;M;premium;OC-69-RH;Lisboa;25/01/2010;active
000000008049;Erica da Guerreiro;06/11/1982;F;green;BJ-98-80;Braga;07/06/2018;active
000000008050;Salomé Pinho;09/07/1963;F;green;36-BE-14;Braga;17/07/2015;active
000000008051;Alexandra Baptista-Leal;01/08/1964;F;green;AA-33-09;Braga;18/10/2012;active
000000008052;Erica Macedo;25/08/1969;F;basic;BH-28-36;Setúbal;29/12/2020;active
000000008053;Nuno Moreira;17/04/1963;M;green;MJ-28-XO;Setúbal;10/11/2013;active
000000008054;Ivan Guerreiro;16/04/1996;M;basic;HC-68-WP;Porto;07/11/2015;active
000000008055;Carlos Miranda;08/12/1983;M;premium;33-56-KJ;Setúbal;29/02/2020;active
000000008056;Artur Carneiro-Soares;20/07/1970;M;green;JQ-74-17;Porto;25/07/2013;active
000000008057;Enzo da Miranda;29/04/1991;M;premium;HI-28-72;Braga;24/12/2021;active
000000008058;Diana Domingues;03/04/1974;F;green;39-32-CH;Setúbal;14/05/2021;active
000000008059;Micael Pereira;25/05/1997;M;premium;72-CT-85;Braga;12/08/2020;active
000000008060;Andreia Nascimento;22/08/1956;F;premium;SD-05-90;Faro;07/12/2020;active
000000008061;Jorge Baptista;18/07/1956;M;green;KY-22-TM;Lisboa;23/12/2013;active
000000008062;Ana-Mafalda Tavares;15/09/1973;F;basic;NF-65-XX;Porto;07/01/2019;active
000000008063;Helena Mota;10/02/1989;F;premium;42-UC-06;Lisboa;07/11/2012;active
000000008064;Lucas Gonçalves-Domingues;08/07/1963;M;premium;MC-18-SH;Faro;22/05/2012;active
000000008065;Nair Neves;25/04/1983;F;premium;BY-24-44;Braga;01/01/2011;active
000000008066;Samuel Moreira;23/04/1990;M;basic;92-KH-54;Faro;23/08/2017;active
000000008067;Emma Moura-Sousa;27/09/1993;F;basic;PR-28-39;Setúbal;08/08/2012;active
000000008068;Inês-Erica Borges;08/03/1985;F;premium;OZ-65-YF;Porto;19/11/2012;active
000000008069;Edgar Reis-Araújo;14/04/1989;M;green;07-03-WK;Faro;25/10/2013;inactive
000000008070;Gonçalo Gaspar;05/09/1963;M;green;99-HB-37;Porto;07/09/2018;active
000000008071;Filipa Anjos;07/12/1993;F;premium;01-BI-65;Lisboa;18/05/2017;active
000000008072;Alícia Miranda;06/11/1957;F;premium;56-HW-88;Porto;23/02/2016;active
000000008073;Igor Gomes;04/04/1970;M;green;58-55-XV;Setúbal;21/02/2016;active
000000008074;Artur do Cruz;24/07/1968;M;green;AZ-23-03;Porto;27/03/2021;active
000000008075;Emma Guerreiro-Fonseca;01/06/2001;F;premium;AW-45-14;Lisboa;10/11/2021;active
000000008076;Gil Sousa;03/09/1988;M;premium;62-LC-78;Porto;17/10/2018;active
000000008077;Paulo do Baptista;20/01/1990;M;basic;83-32-DI;Faro;03/10/2010;active
000000008078;Camila Pereira;15/02/1969;F;premium;81-OW-17;Faro;29/11/2012;active
000000008079;Mário Amorim;20/10/1972;M;basic;WZ-95-13;Setúbal;08/09/2016;active
000000008080;Mélanie de Magalhães;08/10/1977;F;basic;GC-31-18;Lisboa;16/08/2013;active
000000008081;Nair-Nádia Leal;23/12/1993;F;green;BV-03-31;Setúbal;29/09/2017;active
000000008082;Fábio Amorim;10/05/2002;M;basic;LB-76-EP;Braga;27/02/2021;active
000000008083;Íris Cunha;16/09/1994;F;green;61-EN-93;Faro;07/10/2014;active
000000008084;Mélanie Abreu-Sousa;11/11/1982;F;premium;49-AD-48;Faro;23/11/2014;active
000000008085;Luísa Guerreiro;04/11/1955;F;basic;95-11-WC;Lisboa;04/10/2020;active
000000008086;Noah Jesus;10/10/1968;M;basic;KZ-18-55;Braga;07/06/2012;active
000000008087;Débora Loureiro;21/02/1995;F;premium;ON-98-XS;Porto;19/11/2014;active
000000008088;Soraia Carvalho;13/02/1958;F;premium;EH-17-06;Porto;20/10/2011;active
000000008089;Kelly Coelho;29/12/1959;F;premium;RN-67-88;Porto;23/12/2015;active
000000008090;Teresa Freitas;24/03/1979;F;green;80-64-IZ;Lisboa;15/07/2016;active
000000008091;Maria Carneiro;01/02/1985;F;green;05-KN-86;Porto;10/05/2014;active
000000008092;Gustavo Freitas;11/06/1996;M;basic;48-EL-31;Setúbal;29/03/2017;active
000000008093;Renato Ramos-Lourenço;28/01/1994;M;premium;AM-43-80;Braga;04/03/2018;active
000000008094;Petra Esteves;01/07/1977;F;premium;DV-36-QM;Faro;27/12/2020;active
000000008095;Ivo Morais;25/07/1987;M;basic;VU-84-MT;Lisboa;06/05/2012;inactive
000000008096;Rui Costa;25/10/1992;M;basic;84-SY-94;Setúbal;19/10/2013;active
000000008097;Frederico Neto;17/07/1989;M;green;58-FD-03;Faro;17/11/2013;active
000000008098;Nuno Azevedo;22/04/1973;M;premium;KM-25-ZJ;Braga;19/11/2013;active
000000008099;Rúben Barbosa;06/04/1960;M;premium;78-34-AP;Porto;10/05/2019;active
000000008100;Alice de Cardoso;03/04/1958;F;premium;QR-87-ZQ;Lisboa;23/09/2021;inactive
000000008101;Emanuel Assunção;10/02/1987;M;premium;JS-91-06;Braga;13/01/2015;active
000000008102;Constança da Monteiro;06/03/1975;F;basic;MC-36-88;Braga;04/03/2015;active
000000008103;Luna Almeida;01/11/1972;F;basic;18-WD-77;Braga;26/12/2016;inactive
000000008104;Salomé Fernandes;05/11/1987;F;green;CR-78-16;Braga;20/12/2011;active
000000008105;Wilson Antunes;29/08/1979;M;premium;63-22-NI;Porto;31/05/2018;active
000000008106;Erica Martins;26/05/1966;F;premium;97-53-EX;Lisboa;31/01/2010;active
000000008107;Noa Cruz;02/05/1955;M;green;XV-45-MW;Porto;04/09/2011;active
000000008108;Gaspar Brito-Lima;28/10/1955;M;premium;93-NQ-96;Lisboa;14/08/2020;active
000000008109;Letícia Vieira;14/01/1950;F;premium;24-MV-54;Setúbal;06/01/2019;active
000000008110;Filipa Lopes;08/04/1989;F;green;60-AB-28;Lisboa;14/10/2011;active
000000008111;Bryan Andrade;20/01/1979;M;green;MQ-43-48;Braga;25/11/2012;active
000000008112;Noa Coelho;01/08/1992;M;basic;TJ-71-FC;Faro;28/04/2021;active
000000008113;Flor Melo;08/01/1960;F;green;PD-75-98;Faro;10/10/2016;active
000000008114;Larissa-Patrícia Marques;17/08/1983;F;basic;CA-13-13;Braga;24/06/2010;active
000000008115;Vicente Vicente-Miranda;04/09/1966;M;premium;CJ-15-RC;Faro;07/06/2014;active
000000008116;Beatriz Macedo;16/02/1982;F;green;46-CU-38;Braga;22/02/2011;active
000000008117;Rita Moura;02/09/1973;F;green;75-HO-46;Porto;11/08/2011;active
000000008118;Bianca Ribeiro;22/09/1967;F;premium;39-73-MN;Faro;21/07/2017;active
000000008119;Micael Pinto;29/11/1986;M;green;42-14-QR;Lisboa;13/09/2011;active
000000008120;Cristiano Amaral-Silva;22/10/1982;M;basic;36-YH-15;Lisboa;03/08/2013;active
000000008121;Wilson Anjos;06/09/1961;M;green;TI-77-90;Braga;05/09/2017;active
000000008122;Marco Domingues-Paiva;10/06/1964;M;premium;54-MO-64;Faro;24/03/2020;active
000000008123;Eva Carneiro;25/03/1968;F;green;JU-04-85;Setúbal;14/09/2017;active
000000008124;Letícia Teixeira;03/10/1969;F;green;13-RL-65;Faro;22/11/2011;active
000000008125;Wilson Carvalho-Cunha;28/11/1987;M;basic;70-20-CL;Lisboa;23/07/2021;active
000000008126;Bernardo Valente;11/06/1991;M;premium;59-28-XQ;Lisboa;30/01/2020;active
000000008127;Pilar Mota;14/09/1990;F;premium;16-64-SJ;Lisboa;27/07/2014;active
000000008128;Cláudio Lopes;15/12/1965;M;basic;VM-34-IO;Braga;27/11/2016;active
000000008129;Kevin Pereira;08/03/1957;M;basic;LB-03-53;Porto;02/02/2017;active
000000008130;Luna do Matos;15/03/1970;F;premium;PL-95-RO;Setúbal;25/06/2010;active
000000008131;Mariana Costa;20/01/1957;F;basic;23-SC-31;Faro;16/10/2015;active
000000008132;David Moreira;02/11/1963;M;green;22-04-SP;Braga;08/06/2011;active
000000008133;Henrique Leite;25/11/1950;M;basic;27-ZJ-42;Porto;19/06/2014;active
000000008134;William do Castro;04/12/1988;M;green;DE-73-XB;Braga;30/01/2013;active
000000008135;Wilson Vaz;21/01/1968;M;green;54-47-PD;Setúbal;09/11/2011;active
000000008136;Júlia Teixeira-Matias;14/11/1977;F;green;DK-30-JN;Faro;17/11/2018;active
000000008137;Valentina Lopes;29/05/1981;F;premium;RQ-78-14;Porto;28/04/2021;active
000000008138;Micael Pacheco;14/06/1987;M;basic;GW-96-VC;Lisboa;18/06/2019;active
000000008139;Nair de Baptista;07/08/1993;F;green;40-TX-08;Porto;20/07/2015;active
000000008140;Pilar-Jéssica Carvalho;06/07/1959;F;green;33-XT-02;Porto;11/05/2010;active
000000008141;Martim Branco;21/12/1979;M;green;JI-22-22;Setúbal;15/02/2014;active
000000008142;Sara Simões;15/10/1970;F;green;63-41-JI;Braga;06/01/2010;active
000000008143;Dinis Gomes;21/03/1962;M;green;VA-34-DD;Braga;19/05/2012;active
000000008144;Iara Ramos;01/08/1959;F;premium;02-43-YF;Lisboa;27/06/2015;active
000000008145;Gonçalo Domingues;29/09/1951;M;basic;MJ-27-WM;Setúbal;10/07/2010;active
000000008146;Irina Simões;08/10/1989;F;green;56-RV-63;Braga;16/06/2013;active
000000008147;Lara Matias;26/01/1959;F;premium;IE-04-21;Setúbal;08/10/2017;active
000000008148;Luciana Sousa;30/01/1955;F;green;DR-21-BE;Porto;11/05/2020;active
000000008149;Sérgio Brito;23/05/1964;M;premium;CC-91-79;Porto;29/04/2010;active
000000008150;Artur Figueiredo;04/03/1963;M;basic;KV-65-HX;Faro;29/12/2014;active
000000008151;Artur Campos;13/10/1956;M;basic;TQ-50-53;Setúbal;28/04/2019;active
000000008152;Edgar Soares;31/08/1963;M;basic;RP-72-IE;Porto;17/05/2021;active
000000008153;Sebastião Coelho;16/12/1981;M;green;32-19-TG;Braga;03/09/2014;active
000000008154;Alexandre Fonseca;12/03/1988;M;green;88-EQ-53;Lisboa;18/10/2016;active
000000008155;Benedita Ferreira;31/07/1980;F;basic;EZ-87-VS;Porto;06/02/2013;active
000000008156;Brian Teixeira;16/04/1975;M;premium;41-92-YZ;Setúbal;16/10/2017;active
000000008157;Teresa Baptista-Fonseca;04/10/1976;F;green;UE-91-06;Faro;26/01/2020;active
000000008158;Ricardo Barros;11/09/1972;M;green;78-33-UK;Porto;23/10/2019;active
000000008159;Diogo Ribeiro;18/10/1951;M;green;XZ-47-JT;Braga;20/11/2017;active
000000008160;Rúben Sá;25/07/1959;M;basic;86-JW-46;Porto;26/06/2010;active
000000008161;Guilherme Leal;22/11/1962;M;green;TC-80-92;Braga;25/12/2016;active
000000008162;Bianca Vaz;15/01/1970;F;basic;IN-07-WK;Braga;10/04/2018;active
000000008163;Kyara Batista;02/03/1981;F;basic;80-AD-20;Porto;05/04/2018;active
000000008164;Mafalda Gaspar;14/12/1993;F;green;KJ-85-96;Lisboa;13/07/2018;active
000000008165;Vítor Moreira-Torres;14/02/1987;M;premium;49-WP-59;Setúbal;29/11/2016;active
000000008166;Carlos Branco;16/11/1996;M;basic;01-FX-28;Faro;08/11/2016;active
000000008167;Ivan Pinheiro;16/02/2000;M;basic;KG-19-03;Braga;01/12/2019;inactive
000000008168;Emília Nogueira;07/06/1961;F;basic;SE-09-73;Porto;17/06/2013;active
000000008169;Samuel Ramos;15/04/2000;M;green;BH-19-55;Lisboa;04/12/2019;active
000000008170;Henrique Faria;21/07/1978;M;premium;VI-86-RR;Porto;01/05/2016;active
000000008171;Joaquim Pires;02/11/1961;M;premium;38-WU-32;Braga;07/08/2013;active
000000008172;Gil Guerreiro;04/03/1963;M;premium;75-RQ-38;Setúbal;04/06/2015;active
000000008173;Sofia Abreu;05/09/1961;F;green;51-WY-08;Braga;15/07/2016;active
000000008174;Daniel Fonseca;21/12/1963;M;green;OD-87-59;Porto;12/09/2013;inactive
000000008175;José Borges;01/08/1994;M;premium;33-CK-24;Porto;29/07/2017;active
000000008176;Tomás de Gonçalves;06/06/1980;M;green;20-HS-71;Lisboa;15/10/2011;active
000000008177;Matilde Rodrigues;26/12/1987;F;basic;98-22-ES;Porto;04/01/2012;inactive
000000008178;Márcio Pinheiro;15/03/1983;M;premium;95-77-JW;Porto;12/04/2011;active
000000008179;Beatriz Oliveira;23/06/1964;F;green;59-PJ-69;Faro;04/10/2017;active
000000008180;Alícia Neves;08/01/1989;F;green;14-61-CY;Faro;01/04/2018;active
000000008181;Duarte Branco;28/06/1977;M;basic;AQ-40-AB;Lisboa;01/10/2014;inactive
000000008182;Bryan Nascimento;29/04/1953;M;basic;36-12-IB;Porto;26/11/2014;active
000000008183;Erika Tavares;09/12/1989;F;premium;VG-47-73;Faro;27/07/2016;active
000000008184;Luís Tavares;19/07/1999;M;basic;27-52-AW;Lisboa;22/08/2019;active
000000008185;Marcos Coelho;19/04/1990;M;premium;72-12-TS;Setúbal;19/10/2014;active
000000008186;Micael Mendes-Barros;26/03/1994;M;basic;NG-55-05;Faro;05/08/2020;active
000000008187;Pedro Nascimento;04/08/1965;M;basic;CK-83-53;Porto;14/04/2010;active
000000008188;Renato Domingues;09/12/1956;M;premium;JS-98-32;Setúbal;30/07/2017;active
000000008189;Jéssica Ramos;10/02/1980;F;premium;26-15-WX;Faro;15/11/2019;active
000000008190;André Soares;05/12/1957;M;basic;LM-18-13;Braga;30/07/2014;active
000000008191;Gaspar Matos;25/03/1971;M;basic;IU-05-56;Braga;14/05/2021;active
000000008192;Luciana-Leonor Alves;24/11/1996;F;premium;48-23-AS;Braga;20/04/2020;active
000000008193;Gabriela Baptista;28/05/1978;F;green;07-XN-38;Braga;24/09/2012;active
000000008194;Lia Ribeiro;24/02/1965;F;green;IL-50-SL;Lisboa;20/09/2019;active
000000008195;Valentina Abreu;17/12/1970;F;green;CH-77-MM;Braga;12/02/2020;active
000000008196;Diana Maia-Cunha;07/02/1971;F;premium;RQ-05-XZ;Setúbal;29/06/2016;active
000000008197;Rafael Branco-Esteves;04/04/1972;M;green;97-CY-81;Braga;17/03/2019;active
000000008198;Rafael Vicente;25/04/1973;M;premium;32-KY-23;Porto;16/08/2019;active
000000008199;Pedro Macedo;12/09/1990;M;premium;94-DC-78;Braga;27/03/2015;active
000000008200;Petra Santos;13/01/1983;F;basic;77-46-ZG;Setúbal;04/01/2017;active
000000008201;Nelson Cunha;23/08/1958;M;green;GC-14-16;Porto;24/09/2013;active
000000008202;Ismael Amaral;19/04/1951;M;premium;16-XZ-42;Porto;05/09/2019;inactive
000000008203;Duarte Valente;18/08/1988;M;basic;MZ-12-15;Faro;22/07/2020;active
000000008204;Diana Lima;14/07/1995;F;basic;PI-12-97;Lisboa;02/11/2018;active
000000008205;José Lopes-Abreu;23/08/1998;M;green;LM-91-TX;Porto;29/04/2021;active
000000008206;Lourenço Campos;16/03/1962;M;basic;65-IY-82;Porto;27/11/2012;active
000000008207;Gil Assunção;27/02/1963;M;green;73-JQ-16;Porto;26/08/2018;active
000000008208;Vera-Luciana Marques;01/07/1971;F;basic;72-40-NB;Braga;18/12/2018;active
000000008209;Bárbara Soares;09/09/1973;F;green;36-DX-70;Braga;13/06/2015;active
000000008210;Brian Brito;13/08/1951;M;premium;WY-39-52;Faro;24/12/2016;active
000000008211;Isaac de Araújo;03/11/1989;M;green;AA-63-SE;Setúbal;01/06/2013;active
000000008212;Renato de Morais;09/12/1973;M;green;40-MH-25;Faro;25/06/2013;active
000000008213;Isabel Mota;18/10/1998;F;green;DT-80-KN;Faro;19/03/2018;active
000000008214;Constança Borges-Domingues;26/08/1983;F;basic;41-56-ON;Braga;01/08/2010;active
000000008215;Rodrigo Brito;02/06/1959;M;green;11-OI-27;Setúbal;24/09/2013;active
000000008216;Renata Henriques;03/02/1981;F;green;87-66-JZ;Porto;07/04/2014;active
000000008217;William Nunes;17/03/1989;M;basic;OK-52-HV;Braga;27/12/2013;active
000000008218;Artur de Almeida;05/06/1976;M;basic;46-18-JO;Braga;13/08/2010;active
000000008219;Nuno Moreira;08/11/1969;M;premium;MF-01-50;Porto;07/10/2011;active
000000008220;Santiago Loureiro;20/02/1969;M;basic;QB-59-EU;Braga;28/02/2017;active
000000008221;Ângelo Carvalho;26/09/1999;M;basic;OG-09-XA;Setúbal;19/06/2018;active
000000008222;Raquel Tavares;09/05/1978;F;green;19-WU-10;Porto;27/08/2010;active
000000008223;Francisco Barros;14/03/1958;M;green;25-OW-96;Braga;29/09/2017;active
000000008224;Mara Sousa;11/11/1982;F;green;BA-47-01;Setúbal;18/10/2019;active
000000008225;Ivo Valente-Pacheco;11/02/1954;M;green;LI-12-24;Braga;21/07/2010;active
000000008226;Rafael Maia;23/11/1987;M;basic;ON-31-68;Setúbal;21/11/2018;active
000000008227;Gabriel Ramos;21/01/1957;M;premium;GY-58-ND;Faro;06/09/2021;active
000000008228;Patrícia Magalhães;06/05/1950;F;basic;90-CV-95;Braga;02/09/2015;active
000000008229;Júlia Coelho;05/12/1983;F;green;XA-32-04;Braga;16/04/2013;inactive
000000008230;Gabriela Vaz;25/11/1964;F;premium;13-OI-61;Faro;17/11/2015;active
000000008231;Lisandro Leal;06/03/1975;M;premium;FW-73-10;Faro;24/06/2013;active
000000008232;Constança-Valentina Assunção;28/06/1962;F;basic;BY-00-OZ;Setúbal;29/11/2015;active
000000008233;Xavier de Carneiro;28/12/1997;M;basic;HG-16-CM;Lisboa;27/03/2016;active
000000008234;Miriam Loureiro;21/06/1967;F;premium;38-MV-89;Porto;01/06/2017;active
000000008235;Luís Cardoso-Sousa;04/09/1963;M;green;68-AQ-56;Setúbal;24/04/2010;inactive
000000008236;Patrícia Vicente;11/11/1986;F;green;70-87-CL;Setúbal;07/07/2015;active
000000008237;Ismael Santos;31/08/1962;M;premium;76-41-HV;Lisboa;09/11/2018;inactive
000000008238;Eduarda Mota;18/01/1987;F;green;11-XJ-42;Porto;19/03/2010;active
000000008239;Carlota Figueiredo;19/10/1950;F;premium;80-NO-68;Setúbal;07/10/2012;active
000000008240;Dinis Freitas;02/10/1966;M;basic;74-51-WQ;Braga;31/01/2021;active
000000008241;Maria Lourenço-Sá;26/06/1958;F;basic;84-10-YO;Lisboa;16/10/2019;active
000000008242;Flor Matias-Freitas;25/05/1955;F;basic;HP-22-20;Setúbal;18/03/2020;active
000000008243;Eva Azevedo;25/01/1980;F;green;59-58-OF;Lisboa;04/10/2018;active
000000008244;Marta Nascimento-Simões;01/01/1953;F;premium;LE-08-18;Braga;12/10/2014;active
000000008245;Brian Amaral-Melo;07/02/1987;M;premium;49-VU-83;Lisboa;27/10/2010;active
000000008246;Violeta Miranda;21/01/1956;F;premium;99-PB-94;Setúbal;15/11/2016;active
000000008247;Valentina Torres;11/05/1960;F;green;PZ-03-04;Lisboa;10/12/2016;active
000000008248;Vitória Carvalho;16/11/1994;F;basic;22-98-NZ;Lisboa;14/11/2019;active
000000008249;Rafaela Vicente;20/05/1988;F;basic;DC-35-40;Lisboa;18/05/2019;active
000000008250;Vicente do Leal;25/11/1977;M;premium;ND-85-43;Braga;27/03/2020;inactive
000000008251;Erica da Amaral;29/11/1985;F;basic;22-96-EY;Porto;11/09/2016;active
000000008252;Yasmin Henriques;22/12/1957;F;premium;YL-50-08;Lisboa;01/11/2017;active
000000008253;Manuel Pires;02/07/1961;M;green;50-MU-10;Porto;15/10/2017;active
000000008254;Miguel Gaspar;21/12/1954;M;premium;EP-67-ZH;Faro;17/05/2011;active
000000008255;Lara Carneiro;12/01/1964;F;premium;54-AR-59;Lisboa;06/02/2012;active
000000008256;Jorge Marques;09/07/1976;M;premium;33-15-PH;Faro;19/01/2018;active
000000008257;Mariana Reis;04/11/1962;F;premium;VO-01-89;Setúbal;11/10/2019;active
000000008258;Cristiano Teixeira;20/08/1992;M;basic;FJ-36-75;Porto;12/11/2015;active
000000008259;Catarina Batista;10/03/1996;F;green;37-17-YZ;Braga;08/09/2021;active
000000008260;Vicente Carneiro-Carneiro;05/11/1953;M;premium;65-RA-21;Lisboa;18/09/2011;active
000000008261;Nelson Cruz-Barbosa;23/06/1967;M;premium;SD-27-60;Faro;18/05/2015;inactive
000000008262;Rui do Pereira;18/04/1957;M;basic;58-CZ-05;Lisboa;06/03/2018;active
000000008263;Kelly Brito;18/08/1986;F;green;LV-11-IK;Braga;09/10/2012;active
000000008264;Ivan Almeida;23/12/1981;M;basic;EG-31-YK;Lisboa;24/04/2013;active
000000008265;Íris-Isabela Neto;16/03/1969;F;basic;31-MG-29;Faro;02/06/2010;active
000000008266;Irina Vicente;07/09/1970;F;basic;MM-01-TK;Porto;23/08/2012;active
000000008267;Renato Azevedo;22/09/1991;M;basic;KR-88-21;Braga;22/11/2013;active
000000008268;Marcos Maia;29/06/1957;M;basic;87-SA-15;Lisboa;10/11/2013;active
000000008269;Nicole Santos;13/10/1970;F;basic;VF-62-TQ;Lisboa;30/06/2021;inactive
000000008270;Luana-Caetana Ramos;19/03/2001;F;green;26-67-IV;Setúbal;09/08/2021;active
000000008271;Martim Alves;21/08/1992;M;premium;19-43-TY;Lisboa;07/10/2011;active
000000008272;Mauro Pinho;15/05/1957;M;premium;05-QQ-81;Porto;09/05/2013;active
000000008273;Débora Miranda;09/03/1990;F;green;GN-97-XT;Braga;05/06/2015;active
000000008274;Lúcia Nunes;19/07/1951;F;basic;ES-44-AO;Porto;21/10/2018;active
000000008275;Maria Pinho;11/01/1997;F;basic;OQ-19-53;Faro;02/10/2017;active
000000008276;Kévim Pires;22/06/1972;M;green;08-LA-57;Faro;13/06/2014;active
000000008277;Beatriz Henriques-Almeida;20/02/1973;F;green;94-73-ZF;Setúbal;22/08/2011;active
000000008278;Denis Campos;12/06/1961;M;basic;RR-95-MU;Setúbal;22/03/2019;active
000000008279;Mariana Nascimento;13/01/1956;F;green;GL-24-19;Setúbal;04/02/2014;active
000000008280;Gabriel do Marques;22/01/1992;M;basic;91-40-RT;Braga;06/03/2011;active
000000008281;Noa Vieira-Assunção;09/09/1973;M;green;72-ZO-60;Lisboa;04/02/2013;active
000000008282;Ana da Mota;23/08/1995;F;premium;37-ZG-46;Faro;04/03/2019;active
000000008283;Ângela Matos;03/10/1987;F;basic;CI-55-31;Porto;06/07/2011;active
000000008284;Catarina Miranda;02/09/1961;F;green;UL-32-64;Faro;12/03/2014;active
000000008285;Bianca Henriques;08/12/1957;F;basic;TC-72-XB;Setúbal;27/08/2010;inactive
000000008286;Valentim Fonseca;27/11/1979;M;basic;59-50-WU;Faro;24/04/2010;active
000000008287;Helena Assunção;26/01/1979;F;green;78-EO-80;Faro;21/10/2012;active
000000008288;Patrícia Abreu;03/07/1990;F;premium;85-01-HM;Porto;04/04/2020;active
000000008289;Bruno Guerreiro;31/05/1986;M;basic;DR-24-42;Lisboa;04/07/2015;active
000000008290;Gabriela Freitas;30/03/1956;F;basic;QB-28-00;Faro;27/02/2019;active
000000008291;Gabriela Rodrigues;18/12/1979;F;green;HU-93-ZS;Lisboa;02/11/2010;active
000000008292;Ismael Miranda;08/11/1959;M;basic;ZB-08-28;Braga;15/03/2017;active
000000008293;Mafalda Baptista;29/05/1951;F;basic;WS-64-VR;Faro;30/07/2019;active
000000008294;Rafaela Jesus;11/09/1979;F;premium;14-EE-11;Setúbal;16/06/2012;active
000000008295;Dinis Fernandes;26/07/1996;M;premium;34-64-LE;Porto;11/04/2021;active
000000008296;Manuel Sousa;06/08/1983;M;premium;18-27-ZB;Porto;02/04/2019;active
000000008297;Pedro Torres;19/05/1982;M;green;JX-42-EI;Setúbal;16/08/2010;active
000000008298;Ismael Loureiro;02/09/1995;M;basic;DH-56-72;Setúbal;01/01/2019;active
000000008299;Nair Carneiro-Torres;04/02/1966;F;premium;SM-78-KJ;Braga;27/04/2020;active
000000008300;Jéssica Vieira;09/02/1963;F;green;CI-36-FT;Faro;12/05/2010;active
000000008301;Cristiano de Carneiro;18/03/1983;M;basic;07-72-GD;Braga;20/09/2019;active
000000008302;Rafael Valente;27/01/1976;M;premium;BP-51-QO;Porto;24/07/2018;active
000000008303;Gabriela-Raquel Neto;26/01/1972;F;basic;XE-54-CV;Porto;04/07/2011;active
000000008304;Fernando Almeida;02/09/1974;M;green;DE-47-KD;Braga;26/04/2014;active
000000008305;Gustavo Fernandes;24/06/1954;M;premium;XH-65-KN;Faro;29/07/2017;active
000000008306;Martim Vaz;16/01/1990;M;basic;AA-63-BL;Lisboa;29/08/2017;active
000000008307;Kevin Melo-Abreu;02/05/1984;M;basic;35-EC-38;Braga;17/03/2018;active
000000008308;Mauro Assunção;29/03/1955;M;green;30-XH-90;Braga;01/10/2010;active
000000008309;Violeta Martins;10/05/1983;F;green;13-QD-09;Porto;08/12/2019;active
000000008310;José Maia;06/08/1994;M;premium;NT-27-BU;Setúbal;09/01/2015;active
000000008311;Hugo Valente-Maia;13/11/1988;M;green;ZZ-48-30;Porto;29/11/2010;active
000000008312;Carolina Miranda;02/06/1963;F;basic;JH-96-15;Setúbal;21/01/2012;active
000000008313;Flor Pinho;07/11/1979;F;premium;04-AC-21;Lisboa;17/03/2012;active
000000008314;Marcos Anjos;10/05/1979;M;premium;65-HH-95;Porto;16/12/2010;active
000000008315;Mário Costa;22/11/1954;M;premium;SR-65-TQ;Setúbal;07/03/2017;active
000000008316;Luana-Joana Carneiro;03/12/1966;F;premium;18-XP-39;Porto;24/05/2012;active
000000008317;Samuel Magalhães;10/05/1986;M;basic;CF-10-45;Braga;04/09/2021;active
000000008318;Luana Magalhães;18/01/1997;F;basic;AD-58-08;Faro;25/05/2021;active
000000008319;Gustavo Valente;03/07/1976;M;premium;RP-60-05;Braga;26/02/2011;active
000000008320;David Ferreira;20/05/1975;M;premium;67-38-VI;Porto;14/06/2012;active
000000008321;Eva Nunes;23/06/1995;F;green;51-YZ-41;Porto;25/07/2019;active
000000008322;Daniela-Érica Brito;14/02/1993;F;green;01-ZS-33;Setúbal;09/12/2017;active
000000008323;Sérgio Freitas;02/05/1957;M;basic;48-86-XN;Porto;11/01/2010;active
000000008324;Wilson Domingues;29/12/1975;M;premium;FF-88-04;Setúbal;29/02/2020;active
000000008325;Manuel Leite;08/02/1968;M;premium;EY-11-JA;Porto;10/06/2015;active
000000008326;Tatiana Pereira;08/05/1971;F;premium;NI-29-HZ;Faro;16/08/2010;active
